month,quarter,nowcasting_GDP,actual_gdp_yoy,actual_gdp_lag1,actual_gdp_lag2,past2_actual_gdp_mean,gdp_gap_vs_lag2_avg,gdp_signal_direction,gdp_signal_abs,nowcasting_gdp_diff,actual_gdp_yoy_diff
2016-01,2016Q1,6.863958165865039,6.8,6.9,7.0,6.95,-0.08604183413496092,-1.0,0.08604183413496092,-0.0849603203906959,-0.10000000000000053
2016-02,2016Q1,6.799936131142248,6.8,6.9,7.0,6.95,-0.15006386885775225,-1.0,0.15006386885775225,-0.06402203472279133,0.0
2016-03,2016Q1,6.623568561136015,6.8,6.9,7.0,6.95,-0.3264314388639855,-1.0,0.3264314388639855,-0.17636757000623327,0.0
2016-04,2016Q2,6.047607142323775,6.7,6.8,6.9,6.85,-0.8023928576762245,-1.0,0.8023928576762245,-0.5759614188122395,-0.09999999999999964
2016-05,2016Q2,6.523631374978933,6.7,6.8,6.9,6.85,-0.32636862502106645,-1.0,0.32636862502106645,0.47602423265515803,0.0
2016-06,2016Q2,6.392239111188106,6.7,6.8,6.9,6.85,-0.4577608888118938,-1.0,0.4577608888118938,-0.13139226379082736,0.0
2016-07,2016Q3,6.557337334339792,6.7,6.7,6.8,6.75,-0.19266266566020818,-1.0,0.19266266566020818,0.16509822315168599,0.0
2016-08,2016Q3,6.609225234868523,6.7,6.7,6.8,6.75,-0.1407747651314768,-1.0,0.1407747651314768,0.05188790052873138,0.0
2016-09,2016Q3,6.535163921197205,6.7,6.7,6.8,6.75,-0.21483607880279543,-1.0,0.21483607880279543,-0.07406131367131863,0.0
2016-10,2016Q4,6.891809424742251,6.8,6.7,6.7,6.7,0.19180942474225038,1.0,0.19180942474225038,0.356645503545046,0.09999999999999964
2016-11,2016Q4,6.953418922127206,6.8,6.7,6.7,6.7,0.2534189221272056,1.0,0.2534189221272056,0.06160949738495525,0.0
2016-12,2016Q4,6.802524296424317,6.8,6.7,6.7,6.7,0.10252429642431693,1.0,0.10252429642431693,-0.1508946257028887,0.0
2018-01,2018Q1,6.967974346711351,6.9,6.8,6.9,6.85,0.11797434671135143,1.0,0.11797434671135143,0.16545005028703397,0.10000000000000053
2018-02,2018Q1,7.269744811457843,6.9,6.8,6.9,6.85,0.4197448114578437,1.0,0.4197448114578437,0.3017704647464923,0.0
2018-03,2018Q1,7.275191060130854,6.9,6.8,6.9,6.85,0.42519106013085395,1.0,0.42519106013085395,0.0054462486730102455,0.0
2018-04,2018Q2,7.367642888438959,6.9,6.9,6.8,6.85,0.5176428884389592,1.0,0.5176428884389592,0.09245182830810528,0.0
2018-05,2018Q2,6.990149974318663,6.9,6.9,6.8,6.85,0.14014997431866316,1.0,0.14014997431866316,-0.37749291412029606,0.0
2018-06,2018Q2,7.01881044096572,6.9,6.9,6.8,6.85,0.1688104409657205,1.0,0.1688104409657205,0.028660466647057348,0.0
2018-07,2018Q3,6.924196458261887,6.7,6.9,6.9,6.9,0.02419645826188699,1.0,0.02419645826188699,-0.09461398270383281,-0.20000000000000018
2018-08,2018Q3,7.013489282223539,6.7,6.9,6.9,6.9,0.11348928222353827,1.0,0.11348928222353827,0.08929282396165128,0.0
2018-09,2018Q3,7.120681702816979,6.7,6.9,6.9,6.9,0.22068170281697874,1.0,0.22068170281697874,0.10719242059344047,0.0
2018-10,2018Q4,7.241820182582654,6.5,6.7,6.9,6.800000000000001,0.4418201825826529,1.0,0.4418201825826529,0.12113847976567449,-0.20000000000000018
2018-11,2018Q4,7.043055099049143,6.5,6.7,6.9,6.800000000000001,0.24305509904914224,1.0,0.24305509904914224,-0.19876508353351063,0.0
2018-12,2018Q4,6.8500937804632525,6.5,6.7,6.9,6.800000000000001,0.05009378046325175,1.0,0.05009378046325175,-0.1929613185858905,0.0
2019-01,2019Q1,6.0093938871779695,6.4,6.5,6.7,6.6,-0.5906061128220301,-1.0,0.5906061128220301,-0.8406998932852829,-0.09999999999999964
2019-02,2019Q1,6.0820818843226405,6.4,6.5,6.7,6.6,-0.5179181156773591,-1.0,0.5179181156773591,0.072687997144671,0.0
2019-03,2019Q1,5.922229307775696,6.4,6.5,6.7,6.6,-0.6777706922243034,-1.0,0.6777706922243034,-0.1598525765469443,0.0
2019-04,2019Q2,6.16283896538667,6.1,6.4,6.5,6.45,-0.2871610346133302,-1.0,0.2871610346133302,0.24060965761097375,-0.3000000000000007
2019-05,2019Q2,6.119885448029922,6.1,6.4,6.5,6.45,-0.33011455197007855,-1.0,0.33011455197007855,-0.04295351735674835,0.0
2019-06,2019Q2,6.0033720298818585,6.1,6.4,6.5,6.45,-0.4466279701181417,-1.0,0.4466279701181417,-0.11651341814806315,0.0
2019-07,2019Q3,6.296973802246106,6.0,6.1,6.4,6.25,0.046973802246106366,1.0,0.046973802246106366,0.2936017723642479,-0.09999999999999964
2019-08,2019Q3,6.092891912500615,6.0,6.1,6.4,6.25,-0.15710808749938465,-1.0,0.15710808749938465,-0.20408188974549102,0.0
2019-09,2019Q3,5.852536690735344,6.0,6.1,6.4,6.25,-0.3974633092646558,-1.0,0.3974633092646558,-0.24035522176527113,0.0
2019-10,2019Q4,5.974223420978734,5.9,6.0,6.1,6.05,-0.07577657902126589,-1.0,0.07577657902126589,0.12168673024338972,-0.09999999999999964
2019-11,2019Q4,5.711077630476286,5.9,6.0,6.1,6.05,-0.338922369523714,-1.0,0.338922369523714,-0.26314579050244813,0.0
2019-12,2019Q4,5.781186451996099,5.9,6.0,6.1,6.05,-0.26881354800390067,-1.0,0.26881354800390067,0.07010882151981335,0.0
2020-01,2020Q1,6.0951409683192646,-6.8,5.9,6.0,5.95,0.14514096831926437,1.0,0.14514096831926437,0.3139545163231654,-12.7
2020-02,2020Q1,5.925992764243283,-6.8,5.9,6.0,5.95,-0.02400723575671737,-1.0,0.02400723575671737,-0.16914820407598175,0.0
2020-03,2020Q1,1.95858341870604,-6.8,5.9,6.0,5.95,-3.99141658129396,-1.0,3.99141658129396,-3.967409345537243,0.0
2020-04,2020Q2,-6.890071268557498,3.2,-6.8,5.9,-0.44999999999999973,-6.440071268557498,-1.0,6.440071268557498,-8.848654687263538,10.0
2020-05,2020Q2,-3.4562638952637625,3.2,-6.8,5.9,-0.44999999999999973,-3.006263895263763,-1.0,3.006263895263763,3.4338073732937353,0.0
2020-06,2020Q2,-0.7176825577984962,3.2,-6.8,5.9,-0.44999999999999973,-0.2676825577984965,-1.0,0.2676825577984965,2.7385813374652663,0.0
2020-07,2020Q3,4.834423828845662,4.9,3.2,-6.8,-1.7999999999999998,6.634423828845661,1.0,6.634423828845661,5.552106386644158,1.7000000000000002
2020-08,2020Q3,5.581309066459834,4.9,3.2,-6.8,-1.7999999999999998,7.381309066459834,1.0,7.381309066459834,0.7468852376141726,0.0
2020-09,2020Q3,5.66427995068574,4.9,3.2,-6.8,-1.7999999999999998,7.46427995068574,1.0,7.46427995068574,0.08297088422590626,0.0
2020-10,2020Q4,9.131541728648289,6.5,4.9,3.2,4.050000000000001,5.081541728648288,1.0,5.081541728648288,3.4672617779625483,1.5999999999999996
2020-11,2020Q4,8.66111043979681,6.5,4.9,3.2,4.050000000000001,4.611110439796809,1.0,4.611110439796809,-0.4704312888514792,0.0
2020-12,2020Q4,7.979874475711051,6.5,4.9,3.2,4.050000000000001,3.92987447571105,1.0,3.92987447571105,-0.6812359640857588,0.0
2021-01,2021Q1,5.571736738572828,18.9,6.5,4.9,5.7,-0.12826326142717193,-1.0,0.12826326142717193,-2.4081377371382224,12.399999999999999
2021-02,2021Q1,6.970858023112768,18.9,6.5,4.9,5.7,1.2708580231127682,1.0,1.2708580231127682,1.3991212845399401,0.0
2021-03,2021Q1,12.54645380974586,18.9,6.5,4.9,5.7,6.846453809745859,1.0,6.846453809745859,5.575595786633091,0.0
2021-04,2021Q2,11.34005877442308,8.1,18.9,6.5,12.7,-1.3599412255769199,-1.0,1.3599412255769199,-1.20639503532278,-10.799999999999999
2021-05,2021Q2,7.12917406512125,8.1,18.9,6.5,12.7,-5.57082593487875,-1.0,5.57082593487875,-4.21088470930183,0.0
2021-06,2021Q2,7.777282729397831,8.1,18.9,6.5,12.7,-4.922717270602169,-1.0,4.922717270602169,0.648108664276581,0.0
2021-07,2021Q3,8.35919865339825,5.5,8.1,18.9,13.5,-5.14080134660175,-1.0,5.14080134660175,0.5819159240004197,-2.5999999999999996
2021-08,2021Q3,7.278304263234621,5.5,8.1,18.9,13.5,-6.221695736765379,-1.0,6.221695736765379,-1.0808943901636292,0.0
2021-09,2021Q3,5.41378349446499,5.5,8.1,18.9,13.5,-8.08621650553501,-1.0,8.08621650553501,-1.8645207687696308,0.0
2021-10,2021Q4,5.863949222688838,4.5,5.5,8.1,6.8,-0.9360507773111619,-1.0,0.9360507773111619,0.4501657282238476,-1.0
2021-11,2021Q4,5.749751944733016,4.5,5.5,8.1,6.8,-1.0502480552669837,-1.0,1.0502480552669837,-0.1141972779558218,0.0
2021-12,2021Q4,5.1904009385735534,4.5,5.5,8.1,6.8,-1.6095990614264464,-1.0,1.6095990614264464,-0.5593510061594626,0.0
2022-01,2022Q1,4.481735972986646,4.8,4.5,5.5,5.0,-0.5182640270133536,-1.0,0.5182640270133536,-0.7086649655869071,0.2999999999999998
2022-02,2022Q1,4.547362945388111,4.8,4.5,5.5,5.0,-0.4526370546118894,-1.0,0.4526370546118894,0.0656269724014642,0.0
2022-03,2022Q1,5.920606199774243,4.8,4.5,5.5,5.0,0.9206061997742427,1.0,0.9206061997742427,1.3732432543861322,0.0
2022-04,2022Q2,2.0069797534625,0.8,4.8,4.5,4.65,-2.6430202465375006,-1.0,2.6430202465375006,-3.913626446311743,-4.0
2022-05,2022Q2,2.9163916502982987,0.8,4.8,4.5,4.65,-1.7336083497017016,-1.0,1.7336083497017016,0.9094118968357989,0.0
2022-06,2022Q2,3.184533506279569,0.8,4.8,4.5,4.65,-1.4654664937204314,-1.0,1.4654664937204314,0.26814185598127027,0.0
2022-07,2022Q3,6.575776962143659,4.0,0.8,4.8,2.8,3.7757769621436594,1.0,3.7757769621436594,3.3912434558640903,3.2
2022-08,2022Q3,4.914822655610393,4.0,0.8,4.8,2.8,2.114822655610393,1.0,2.114822655610393,-1.6609543065332666,0.0
2022-09,2022Q3,5.290797494691089,4.0,0.8,4.8,2.8,2.4907974946910896,1.0,2.4907974946910896,0.37597483908069673,0.0
2022-10,2022Q4,4.726780428734635,3.0,4.0,0.8,2.4,2.326780428734635,1.0,2.326780428734635,-0.5640170659564543,-1.0
2022-11,2022Q4,3.948178774224129,3.0,4.0,0.8,2.4,1.5481787742241293,1.0,1.5481787742241293,-0.7786016545105059,0.0
2022-12,2022Q4,3.2559221427232607,3.0,4.0,0.8,2.4,0.8559221427232608,1.0,0.8559221427232608,-0.6922566315008685,0.0
2023-01,2023Q1,2.586310946859919,4.7,3.0,4.0,3.5,-0.913689053140081,-1.0,0.913689053140081,-0.6696111958633417,1.7000000000000002
2023-02,2023Q1,2.2218875617713767,4.7,3.0,4.0,3.5,-1.2781124382286233,-1.0,1.2781124382286233,-0.36442338508854233,0.0
2023-03,2023Q1,4.771538330191473,4.7,3.0,4.0,3.5,1.2715383301914729,1.0,1.2715383301914729,2.549650768420096,0.0
2023-04,2023Q2,8.62106305867474,6.5,4.7,3.0,3.85,4.77106305867474,1.0,4.77106305867474,3.8495247284832663,1.7999999999999998
2023-05,2023Q2,8.424163304140109,6.5,4.7,3.0,3.85,4.574163304140109,1.0,4.574163304140109,-0.1968997545346305,0.0
2023-06,2023Q2,7.577780828436475,6.5,4.7,3.0,3.85,3.7277808284364746,1.0,3.7277808284364746,-0.846382475703634,0.0
2023-07,2023Q3,3.714580318629704,5.0,6.5,4.7,5.6,-1.8854196813702955,-1.0,1.8854196813702955,-3.8632005098067705,-1.5
2023-08,2023Q3,4.052159225027536,5.0,6.5,4.7,5.6,-1.5478407749724639,-1.0,1.5478407749724639,0.3375789063978316,0.0
2023-09,2023Q3,4.8866820421135255,5.0,6.5,4.7,5.6,-0.7133179578864741,-1.0,0.7133179578864741,0.8345228170859897,0.0
2023-10,2023Q4,7.632661420383458,5.3,5.0,6.5,5.75,1.8826614203834584,1.0,1.8826614203834584,2.745979378269933,0.2999999999999998
2023-11,2023Q4,7.214273288852119,5.3,5.0,6.5,5.75,1.4642732888521186,1.0,1.4642732888521186,-0.4183881315313398,0.0
2023-12,2023Q4,6.7225385460492335,5.3,5.0,6.5,5.75,0.9725385460492335,1.0,0.9725385460492335,-0.4917347428028851,0.0
2024-01,2024Q1,4.777758933921067,5.3,5.3,5.0,5.15,-0.37224106607893326,-1.0,0.37224106607893326,-1.9447796121281664,0.0
2024-02,2024Q1,5.148031485219442,5.3,5.3,5.0,5.15,-0.0019685147805583725,-1.0,0.0019685147805583725,0.3702725512983749,0.0
2024-03,2024Q1,5.045844611208604,5.3,5.3,5.0,5.15,-0.10415538879139596,-1.0,0.10415538879139596,-0.10218687401083759,0.0
2024-04,2024Q2,5.15896615097089,4.7,5.3,5.3,5.3,-0.14103384902910943,-1.0,0.14103384902910943,0.113121539762286,-0.5999999999999996
2024-05,2024Q2,4.838086357171658,4.7,5.3,5.3,5.3,-0.4619136428283417,-1.0,0.4619136428283417,-0.32087979379923226,0.0
2024-06,2024Q2,4.807269995079173,4.7,5.3,5.3,5.3,-0.4927300049208272,-1.0,0.4927300049208272,-0.030816362092485505,0.0
2024-07,2024Q3,4.4451683550659,4.6,4.7,5.3,5.0,-0.5548316449341,-1.0,0.5548316449341,-0.3621016400132726,-0.10000000000000053
2024-08,2024Q3,4.346410667791627,4.6,4.7,5.3,5.0,-0.653589332208373,-1.0,0.653589332208373,-0.09875768727427303,0.0
2024-09,2024Q3,4.2943997171921655,4.6,4.7,5.3,5.0,-0.7056002828078345,-1.0,0.7056002828078345,-0.05201095059946148,0.0
2024-10,2024Q4,4.53987094422958,5.4,4.6,4.7,4.65,-0.11012905577041998,-1.0,0.11012905577041998,0.24547122703741486,0.8000000000000007
2024-11,2024Q4,4.944621701451991,5.4,4.6,4.7,4.65,0.29462170145199096,1.0,0.29462170145199096,0.40475075722241094,0.0
2024-12,2024Q4,4.689894526722498,5.4,4.6,4.7,4.65,0.039894526722497936,1.0,0.039894526722497936,-0.254727174729493,0.0
