month,quarter,nowcasting_GDP,actual_gdp_yoy,actual_gdp_lag1,actual_gdp_lag2,past2_actual_gdp_mean,gdp_gap_vs_lag2_avg,gdp_signal_direction,gdp_signal_abs,nowcasting_gdp_diff,actual_gdp_yoy_diff,中债-新综合财富(3-5年)指数__next_1m,中债-新综合净价(3-5年)指数__next_1m,中债-新综合全价(3-5年)指数__next_1m,中债-综合财富(3-5年)指数__next_1m,中债-综合净价(3-5年)指数__next_1m,中债-综合全价(3-5年)指数__next_1m,中债-新综合财富(5-7年)指数__next_1m,中债-新综合净价(5-7年)指数__next_1m,中债-新综合全价(5-7年)指数__next_1m,中债-综合财富(5-7年)指数__next_1m,中债-综合净价(5-7年)指数__next_1m,中债-综合全价(5-7年)指数__next_1m,中国:GDP:不变价:当季值同比,万得一致预测:中国:GDP:不变价:当季同比,中国:制造业PMI:一阶差分,中国:非制造业PMI:服务业:一阶差分,中国:工业增加值:规模以上工业企业:当月同比(1-2月拆分),中国:全社会用电量:当月同比,中国:社会消费品零售总额:当月同比(1-2月合并),中国:固定资产投资完成额:当月同比,中国:CPI:当月同比,中国:PPI:当月同比,中国:城镇调查失业率:一阶差分,quarter__macro,逆回购7天_月末_较上月变动,MLF1Y_月末_较上月变动,LPR1Y_月末_较上月变动,DR007_月均_较上月变动,资金利差_DR007减逆回购_较上月变动,资金利差_DR007减MLF_较上月变动
2016-05,2016Q2,6.523631374978933,6.7,6.8,6.9,6.85,-0.32636862502106645,-1.0,0.32636862502106645,0.47602423265515803,0.0,0.0027770368859532,0.0027784794139933,0.0028707832274916,0.0028712433586677,0.0080968180117546,0.0081123473373265,0.0108251390969253,0.0108850919700924,0.0064681863157258,0.0064831343672133,0.0061163563991164,0.0043411294275108,,,0.0,-0.5,6.0,2.053089,10.0,29.69765843446814,2.038999,-2.8,,2016Q2,0.0,0.0,0.0,-0.06190880952380917,-0.06190880952380917,0.0
2016-06,2016Q2,6.392239111188106,6.7,6.8,6.9,6.85,-0.4577608888118938,-1.0,0.4577608888118938,-0.13139226379082736,0.0,0.0070693135902406,0.0070687803233773,0.0074593120246162,0.0074583148005511,0.0116650546780208,0.0116834471693172,0.0147426243633583,0.014616871199462,0.0107503246150992,0.0105620173926603,0.0106139506540452,0.0109317226248022,6.7,6.62,-0.1000000000000014,0.2000000000000028,6.2,2.640878,10.6,37.88424039869424,1.879503,-2.6,,2016Q2,0.0,0.0,0.0,0.0255857142857141,0.0255857142857141,0.0384285714285717
2016-07,2016Q3,6.557337334339792,6.7,6.7,6.8,6.75,-0.19266266566020818,-1.0,0.19266266566020818,0.16509822315168599,0.0,0.0019343151802793,0.0019348332525523,0.0030735888089843,0.0030748433591563,0.0070777555383478,0.0070834021001811,0.0089050729162605,0.0083950899485367,0.0045863505280874,0.0040319946411828,0.0052842629706,0.0051650171878465,,,-0.1000000000000014,0.3999999999999986,6.0,8.168144,10.2,-19.05108522679552,1.765113,-1.7,,2016Q3,0.0,0.0,0.0,0.013900000000000023,0.013900000000000023,0.013900000000000023
2016-08,2016Q3,6.609225234868523,6.7,6.7,6.8,6.75,-0.1407747651314768,-1.0,0.1407747651314768,0.05188790052873138,0.0,-0.0024398437257278,-0.0024405600053715,-0.0024999888631999,-0.0025001073007425,0.0027584819057442,0.0027632212114847,0.0034903709622273,0.0032453960138862,-0.0004808718836856,-0.0007619061539908,0.0005601029636086,0.0006187124422212,,,0.5,0.1000000000000014,6.3,8.279983,10.6,6.44416035624193,1.339773,-0.8,,2016Q3,0.0,0.0,0.0,0.010603312629399841,0.010603312629399841,0.010603312629399841
2016-09,2016Q3,6.535163921197205,6.7,6.7,6.8,6.75,-0.21483607880279543,-1.0,0.21483607880279543,-0.07406131367131863,0.0,0.0006620865853468,0.0006616493219557,0.0008881891396093,0.000887820714023,0.0062792434593501,0.0062840380808082,0.0085459172232653,0.0086562905879068,0.0044655870186383,0.0045386415918919,0.0056671994220343,0.0060725106447387,6.7,6.67,0.0,-0.4000000000000057,6.1,6.871408,10.7,19.91412603106066,1.920226,0.1,,2016Q3,0.0,0.0,0.0,0.03064906832298142,0.03064906832298142,0.03064906832298142
2016-10,2016Q4,6.891809424742251,6.8,6.7,6.7,6.7,0.19180942474225038,1.0,0.19180942474225038,0.356645503545046,0.09999999999999964,-0.0150194527594565,-0.0150197551528833,-0.0146008021714194,-0.0146009865072478,-0.0094542582345651,-0.009473072314819,-0.0116086808193575,-0.0117029510128621,-0.0159485516519312,-0.0160607083674207,-0.0167822762109395,-0.0163325655923414,,,0.8000000000000043,0.3000000000000042,6.1,6.986335,10.0,3.5441402334551704,2.095947,1.2,,2016Q4,0.0,0.0,0.0,0.16088571428571408,0.16088571428571408,0.16088571428571408
2016-11,2016Q4,6.953418922127206,6.8,6.7,6.7,6.7,0.2534189221272056,1.0,0.2534189221272056,0.06160949738495525,0.0,-0.0201100388372367,-0.0201098581359504,-0.0178600502474141,-0.0178606733863869,-0.0147313506115206,-0.0147382164112863,-0.0181372484415566,-0.0166818457241729,-0.02244058857849,-0.0209809708116046,-0.0218379419593675,-0.0221054557631957,,,0.5,1.1000000000000014,6.2,6.966866,10.8,2.31618391974814,2.252258,3.3,,2016Q4,0.0,0.0,0.0,0.029640909090908885,0.029640909090908885,0.029640909090908885
2016-12,2016Q4,6.802524296424317,6.8,6.7,6.7,6.7,0.10252429642431693,1.0,0.10252429642431693,-0.1508946257028887,0.0,0.0076398658592291,0.0076400894558441,0.0082294379918614,0.0082294955689479,0.0124399155744019,0.0124534754713525,0.0060093014955515,0.0064264242386018,0.0022516949571929,0.0026402080937182,0.0033521274410499,0.0037773027465684,6.8,6.7,-0.3000000000000042,-0.5,6.0,6.879046,10.9,16.47096721864669,2.076545,5.5,,2016Q4,0.0,0.0,0.0,0.30771126482213473,0.30771126482213473,0.30771126482213473
2018-01,2018Q1,6.967974346711351,6.9,6.8,6.9,6.85,0.11797434671135143,1.0,0.11797434671135143,0.16545005028703397,0.10000000000000053,0.0058143676691824,0.0058150706723243,0.0073668913929056,0.0073668153801278,0.0098488222636541,0.0098570170238934,0.0113183733680739,0.0113309783989008,0.0073651303240638,0.0073655609241782,0.0099730707834044,0.0099725975673747,,,-0.3000000000000042,1.0,15.434501,,,,1.5,4.3,,2018Q1,0.0,0.0,0.0,-0.45922965367965407,-0.45922965367965407,-0.45922965367965407
2018-02,2018Q1,7.269744811457843,6.9,6.8,6.9,6.85,0.4197448114578437,1.0,0.4197448114578437,0.3017704647464923,0.0,0.0070656318225026,0.0070660982238954,0.0068192334241048,0.0068201607262656,0.0109395059925121,0.0109560173869385,0.012443230050648,0.0124607560116762,0.0086155923663955,0.0086151069904085,0.0079541717266591,0.0079547889190185,,,-1.0,-0.6000000000000014,-2.119883,2.03,9.7,-22.99591812450316,2.9,3.7,0.04,2018Q1,0.0,0.0,0.0,-0.16202272727272726,-0.16202272727272726,-0.16202272727272726
2018-03,2018Q1,7.275191060130854,6.9,6.8,6.9,6.85,0.42519106013085395,1.0,0.42519106013085395,0.0054462486730102455,0.0,0.0149735760422782,0.0149734060037629,0.0129524227192905,0.012952888669661,0.0188995475132878,0.0189294814171232,0.0204425606569653,0.0204862988005014,0.016536175647134,0.0165361517097606,0.0151375976249912,0.015137814516926,6.9,6.76,1.2000000000000028,-0.1999999999999957,6.0,3.64,10.1,35.669078753665914,2.1,3.1,0.0599999999999996,2018Q1,0.04999999999999982,0.0,0.0,0.21646818181818173,0.1664681818181819,0.21646818181818173
2018-04,2018Q2,7.367642888438959,6.9,6.9,6.8,6.85,0.5176428884389592,1.0,0.5176428884389592,0.09245182830810528,0.0,-0.0060476170484228,-0.0060470897097868,-0.0054464963201237,-0.005445680551221,-0.0014154156693203,-0.0014173127814038,-0.0022821487919233,-0.0022898370355842,-0.0069724972115789,-0.0069719436580647,-0.0053183105013477,-0.0053184700207993,,,-0.1000000000000014,0.1999999999999957,7.0,7.82,9.4,2.28215973958809,1.8,3.4,-0.1599999999999992,2018Q2,0.0,0.04999999999999982,0.009999999999999787,0.36818181818181817,0.36818181818181817,0.31818181818181834
2018-05,2018Q2,6.990149974318663,6.9,6.9,6.8,6.85,0.14014997431866316,1.0,0.14014997431866316,-0.37749291412029606,0.0,0.002439962189348,0.0024393444248942,0.0019265873740623,0.0019260487518752,0.0066980832788936,0.0067152484948673,0.0104025354015251,0.0104268224924153,0.0061200639983833,0.0061194492398533,0.0043740272966557,0.0043740985321343,,,0.5,0.2000000000000028,6.8,11.4,8.5,22.02821050089261,1.8,4.1,-0.1000000000000005,2018Q2,0.0,0.0,0.0,-0.47219545454545475,-0.47219545454545475,-0.47219545454545475
2018-06,2018Q2,7.01881044096572,6.9,6.9,6.8,6.85,0.1688104409657205,1.0,0.1688104409657205,0.028660466647057348,0.0,0.0135867883822904,0.0135858246018776,0.0128858222200969,0.0128854677369267,0.0178614534409162,0.0179019364074541,0.016136832989837,0.016170698473179,0.0117044495532985,0.0117041607248529,0.0109538057752194,0.0109537160936481,6.9,6.76,-0.3999999999999986,0.0,6.0,7.98,9.0,36.84298816574094,1.9,4.7,0.0,2018Q2,0.0,0.0,0.0,0.15492545454545503,0.15492545454545503,0.15492545454545503
2018-07,2018Q3,6.924196458261887,6.7,6.9,6.9,6.9,0.02419645826188699,1.0,0.02419645826188699,-0.09461398270383281,-0.20000000000000018,0.0008332567472351,0.0008331166956996,0.0013409733812601,0.001340236280765,0.0054082928213312,0.0054263282586968,0.0022778761727353,0.0022864003160323,-0.0024909229080469,-0.0024910663222419,-0.0028027761506648,-0.0028020388236452,,,-0.2999999999999971,-1.0,6.0,6.82,8.8,-23.93729388530963,2.1,4.6,0.2999999999999998,2018Q3,0.0,0.0,0.0,-0.6062254545454548,-0.6062254545454548,-0.6062254545454548
2018-08,2018Q3,7.013489282223539,6.7,6.9,6.9,6.9,0.11348928222353827,1.0,0.11348928222353827,0.08929282396165128,0.0,0.0014286181440634,0.0014277900800341,0.0013537583285869,0.0013530689300498,0.0056648177404174,0.0056770609654119,0.0052262986813986,0.0052502403659426,0.0008079831431024,0.0008070667457682,8.456584341076656e-05,8.445596879091966e-05,,,0.0999999999999943,0.3999999999999986,6.1,8.82,9.0,4.49847466643178,2.3,4.1,-0.0999999999999996,2018Q3,0.0,0.0,0.0,-0.17688498023715438,-0.17688498023715438,-0.17688498023715438
2018-09,2018Q3,7.120681702816979,6.7,6.9,6.9,6.9,0.22068170281697874,1.0,0.22068170281697874,0.10719242059344047,0.0,0.0076444111871327,0.0076434582857751,0.0091232018151554,0.0091226655542149,0.0119976379830812,0.0120110488799711,0.0154399628676038,0.0154634782430127,0.0109392707474333,0.0109389392865237,0.0122540252840734,0.0122539597368609,6.7,6.61,-0.5,0.0,5.8,8.0,9.2,20.3440696237851,2.5,3.6,-0.0999999999999996,2018Q3,0.0,0.0,0.0,0.18343519668737107,0.18343519668737107,0.18343519668737107
2018-10,2018Q4,7.241820182582654,6.5,6.7,6.9,6.800000000000001,0.4418201825826529,1.0,0.4418201825826529,0.12113847976567449,-0.20000000000000018,0.0082633784035324,0.0082639320045387,0.0077091707260292,0.0077083617274369,0.0123679072083955,0.0123859171229285,0.0180476162863447,0.0180697031598231,0.0138649043411631,0.0138657144444422,0.0148957254974826,0.0148953157317539,,,-0.5999999999999943,-1.2999999999999972,5.9,6.73,8.6,-0.3156453595821,2.5,3.3,0.0,2018Q4,0.0,0.0,0.0,-0.0874103174603178,-0.0874103174603178,0.0
2018-11,2018Q4,7.043055099049143,6.5,6.7,6.9,6.800000000000001,0.24305509904914224,1.0,0.24305509904914224,-0.19876508353351063,0.0,0.0050706744814748,0.005070132960721,0.0066150147627097,0.0066150485450298,0.0090949534169093,0.0091050255917362,0.013142665104699,0.0131564862547681,0.0090431479235759,0.0090427237717021,0.0106876657662726,0.0106876946463652,,,-0.2000000000000028,0.2999999999999971,5.4,6.32,8.1,3.9774309722821104,2.2,2.7,-0.1000000000000005,2018Q4,0.0,0.0,0.0,0.03486919191919213,0.0,-0.052541125541125666
2018-12,2018Q4,6.8500937804632525,6.5,6.7,6.9,6.800000000000001,0.05009378046325175,1.0,0.05009378046325175,-0.1929613185858905,0.0,0.0087242210337246,0.0087240057406983,0.0101166668341208,0.0101157420563695,0.0130907604545014,0.0131007191917449,0.0161155179718297,0.0161306723849972,0.0116584053356874,0.0116581444661223,0.0128134023866621,0.0128137516338036,6.5,6.42,-0.6000000000000014,-0.1000000000000014,5.7,8.78,8.160814,-53.93181703816998,1.9,0.9,0.1000000000000005,2018Q4,0.0,0.0,0.0,0.45013160173160216,0.4850007936507943,0.45013160173160216
2019-01,2019Q1,6.0093938871779695,6.4,6.5,6.7,6.6,-0.5906061128220301,-1.0,0.5906061128220301,-0.8406998932852829,-0.09999999999999964,-0.0032201848764963,-0.0032205588164171,-0.0015282228692994,-0.0015292253466834,0.0008918057067472,0.0008924252365687,-0.0007704518271938,-0.0007738557902147,-0.0050106294533504,-0.0050109183707632,-0.0025510116583375,-0.0025505677977617,,,0.1000000000000014,1.3000000000000045,6.797753,,,,1.7,0.1,0.1999999999999993,2019Q1,0.0,0.0,0.0,-0.5552088744588746,-0.5552088744588746,0.0
2019-02,2019Q1,6.0820818843226405,6.4,6.5,6.7,6.6,-0.5179181156773591,-1.0,0.5179181156773591,0.072687997144671,0.0,-0.0038400711574857,-0.0038398650350404,-0.00416551258721,-0.0041652178952249,0.0001704640303246,0.0001759281727737,-0.0020121401725933,-0.0020129538526308,-0.0061485516889671,-0.0061489064681247,-0.0051234982259544,-0.0051237468252041,,,-0.2999999999999971,-0.1000000000000014,3.360717,7.18,8.2,-20.79914466537479,1.5,0.1,0.2000000000000001,2019Q1,0.0,0.0,0.0,0.003613636363636097,0.003613636363636097,0.0
2019-03,2019Q1,5.922229307775696,6.4,6.5,6.7,6.6,-0.6777706922243034,-1.0,0.6777706922243034,-0.1598525765469443,0.0,-0.0070521267698011,-0.007053182827907,-0.007628781617621,-0.0076291117215534,-0.002559554388761,-0.0025530245510032,-0.0048054364533612,-0.0048080760399746,-0.0093996654435873,-0.0093992739909948,-0.0107758490553017,-0.010775344173687,6.4,6.32,1.2999999999999972,0.1000000000000014,8.5,7.5,8.7,27.777528794872943,2.3,0.4,-0.0999999999999996,2019Q1,0.0,0.0,0.0,0.2000047619047618,0.2000047619047618,0.0
2019-04,2019Q2,6.16283896538667,6.1,6.4,6.5,6.45,-0.2871610346133302,-1.0,0.2871610346133302,0.24060965761097375,-0.3000000000000007,0.0045269014449942,0.0045261276867873,0.0057556139626187,0.005755375887956,0.0086243797344065,0.0086302919383334,0.011224223569094,0.0112364863666722,0.0071369162534884,0.0071363813345688,0.0086883459423994,0.0086883467307299,,,-0.3999999999999986,-0.3000000000000042,5.4,5.84,7.2,-4.02764665015943,2.5,0.9,-0.2000000000000001,2019Q2,0.0,0.0,0.0,-0.038691125541125526,-0.038691125541125526,-0.3902816017316022
2019-05,2019Q2,6.119885448029922,6.1,6.4,6.5,6.45,-0.33011455197007855,-1.0,0.33011455197007855,-0.04295351735674835,0.0,0.0023457852249701,0.0023451075596476,0.0014718174219574,0.0014716810810564,0.0064570564964754,0.0064684613307832,0.008951642176632,0.0089620809514794,0.0048813448307338,0.0048816296568177,0.0045926033638699,0.004591748481211,,,-0.7000000000000028,0.2000000000000028,5.0,2.35,8.6,15.32419068942998,2.7,0.6,0.0,2019Q2,0.0,0.0,0.0,-0.10185173160173155,-0.10185173160173155,-0.10185173160173155
2019-06,2019Q2,6.0033720298818585,6.1,6.4,6.5,6.45,-0.4466279701181417,-1.0,0.4466279701181417,-0.11651341814806315,0.0,0.0034424789863254,0.003441300230057,0.0027889571097978,0.0027899543420601,0.0077267748281519,0.0077381738693229,0.010373721780692,0.0103855065132896,0.0061529605556134,0.0061523806487846,0.0069225173386535,0.0069217443109219,6.1,6.25,0.0,-0.1000000000000014,6.3,5.51,9.8,32.19583367107077,2.7,0.0,0.0999999999999996,2019Q2,0.0,0.0,0.0,-0.14857769423558898,-0.14857769423558898,-0.14857769423558898
2019-07,2019Q3,6.296973802246106,6.0,6.1,6.4,6.25,0.046973802246106366,1.0,0.046973802246106366,0.2936017723642479,-0.09999999999999964,0.0027701025007953,0.0027694220510969,0.002362040701729,0.002361511185364,0.0068419944334121,0.0068497764728367,0.0082109741894098,0.0082146952998782,0.0042467219595148,0.0042469674507938,0.0035811426890222,0.0035816383246556,,,0.3000000000000042,-0.5,4.8,2.69,7.6,-38.73488120285949,2.8,-0.3,0.2000000000000001,2019Q3,0.0,0.0,0.0,0.12158535469107568,0.12158535469107568,0.12158535469107568
2019-08,2019Q3,6.092891912500615,6.0,6.1,6.4,6.25,-0.15710808749938465,-1.0,0.15710808749938465,-0.20408188974549102,0.0,-0.0007397260820238,-0.0007404195111032,-0.0020285989131474,-0.0020287061926257,0.0035854526281531,0.0035904826923562,0.001335963939463,0.0013332666699998,-0.0028665222280627,-0.0028657625283238,-0.0050547318972246,-0.005054558435805,,,-0.2000000000000028,-0.3999999999999986,4.4,3.59,7.5,-11.53517321569029,2.8,-0.8,-0.0999999999999996,2019Q3,0.0,0.0,-0.05999999999999961,0.16090770750988126,0.16090770750988126,0.16090770750988126
